Line_Item_ID,Date,Credit_Card_Number,Quantity,Menu_Item
23058,8/23/17,5.64496E+15,1,spicy miso ramen
23059,8/23/17,2.28386E+15,1,burnt garlic tonkotsu ramen
23060,8/23/17,2.28386E+15,1,burnt garlic tonkotsu ramen
23061,8/23/17,1.60893E+15,1,tori paitan ramen
23062,8/23/17,1.60893E+15,1,tori paitan ramen
23063,8/23/17,1.08399E+15,2,vegetarian spicy miso
23064,8/23/17,1.08399E+15,2,vegetarian spicy miso
23065,8/23/17,8.6181E+15,4,tonkotsu ramen
23066,8/23/17,8.6181E+15,4,tonkotsu ramen
23067,8/23/17,1.96926E+14,1,vegetarian spicy miso
23068,8/23/17,1.96926E+14,1,vegetarian spicy miso
23069,8/23/17,1.01094E+15,2,tori paitan ramen
23070,8/23/17,1.01094E+15,2,tori paitan ramen
23071,8/23/17,5.62618E+15,1,soft-shell miso crab ramen
23072,8/23/17,5.62618E+15,1,soft-shell miso crab ramen
23073,8/23/17,2.95492E+15,1,spicy miso ramen
23074,8/23/17,2.95492E+15,1,spicy miso ramen
23075,8/23/17,7.1441E+15,1,spicy miso ramen
23076,8/23/17,7.1441E+15,1,spicy miso ramen
23077,8/23/17,8.68646E+15,1,miso crab ramen
23078,8/23/17,8.68646E+15,1,miso crab ramen
23079,8/23/17,8.78022E+15,1,miso crab ramen
23080,8/23/17,8.78022E+15,1,miso crab ramen
23081,8/23/17,4.43516E+15,1,shio ramen
23082,8/23/17,4.43516E+15,1,shio ramen
23083,8/23/17,3.32134E+15,1,shio ramen
23084,8/23/17,3.32134E+15,1,shio ramen
23085,8/23/17,7.18927E+15,1,tonkotsu ramen
23086,8/23/17,7.18927E+15,1,tonkotsu ramen
23087,8/23/17,9.93364E+15,2,miso crab ramen
23088,8/23/17,9.93364E+15,2,miso crab ramen
23089,8/23/17,6.00846E+15,1,nagomi shoyu
23090,8/23/17,6.00846E+15,1,nagomi shoyu
23091,8/23/17,4.72819E+15,1,truffle butter ramen
23092,8/23/17,4.72819E+15,1,truffle butter ramen
23093,8/23/17,8.91952E+15,1,truffle butter ramen
23094,8/23/17,8.91952E+15,1,truffle butter ramen
23095,8/23/17,4.94399E+15,1,nagomi shoyu
23096,8/23/17,4.94399E+15,1,nagomi shoyu
23097,8/23/17,8.72519E+15,1,spicy miso ramen
23098,8/23/17,8.72519E+15,1,spicy miso ramen
23099,8/23/17,9.08018E+14,1,nagomi shoyu
23100,8/23/17,9.08018E+14,1,nagomi shoyu
23101,8/23/17,2.25877E+15,4,burnt garlic tonkotsu ramen
23102,8/23/17,2.25877E+15,4,burnt garlic tonkotsu ramen
23103,8/23/17,2.15251E+15,1,tonkotsu ramen
23104,8/23/17,2.15251E+15,1,tonkotsu ramen
23105,8/23/17,6.57091E+15,1,spicy miso ramen
23106,8/23/17,6.57091E+15,1,spicy miso ramen
23107,8/23/17,5.60198E+15,2,tonkotsu ramen
23108,8/23/17,5.60198E+15,2,tonkotsu ramen
23109,8/23/17,2.11006E+15,1,soft-shell miso crab ramen
23110,8/23/17,2.11006E+15,1,soft-shell miso crab ramen
23111,8/23/17,1.97575E+15,3,truffle butter ramen
23112,8/23/17,1.97575E+15,3,truffle butter ramen
23113,8/23/17,7.76564E+15,1,shio ramen
23114,8/23/17,7.76564E+15,1,shio ramen
23115,8/23/17,8.76637E+13,1,truffle butter ramen
23116,8/23/17,8.76637E+13,1,truffle butter ramen
23117,8/23/17,1.37403E+15,4,shio ramen
23118,8/23/17,1.37403E+15,4,shio ramen
23119,8/23/17,3.55697E+15,1,tori paitan ramen
23120,8/23/17,3.55697E+15,1,tori paitan ramen
23121,8/23/17,1.59921E+15,1,spicy miso ramen
23122,8/23/17,1.59921E+15,1,spicy miso ramen
23123,8/23/17,7.03153E+15,1,vegetarian curry + king trumpet mushroom ramen
23124,8/23/17,7.03153E+15,1,vegetarian curry + king trumpet mushroom ramen
23125,8/23/17,1.51482E+15,2,tonkotsu ramen
23126,8/23/17,1.51482E+15,2,tonkotsu ramen
23127,8/23/17,1.43126E+15,1,vegetarian curry + king trumpet mushroom ramen
23128,8/23/17,1.43126E+15,1,vegetarian curry + king trumpet mushroom ramen
23129,8/23/17,6.91573E+15,1,vegetarian curry + king trumpet mushroom ramen
23130,8/23/17,6.91573E+15,1,vegetarian curry + king trumpet mushroom ramen
23131,8/23/17,9.75112E+15,1,spicy miso ramen
23132,8/23/17,9.75112E+15,1,spicy miso ramen
23133,8/23/17,5.03118E+15,1,burnt garlic tonkotsu ramen
23134,8/23/17,5.03118E+15,1,burnt garlic tonkotsu ramen
23135,8/23/17,6.27201E+15,1,vegetarian spicy miso
23136,8/23/17,6.27201E+15,1,vegetarian spicy miso
23137,8/23/17,1.55372E+15,1,tonkotsu ramen
23138,8/23/17,1.55372E+15,1,tonkotsu ramen
23139,8/23/17,4.50668E+15,1,burnt garlic tonkotsu ramen
23140,8/23/17,4.50668E+15,1,burnt garlic tonkotsu ramen
23141,8/23/17,5.35006E+15,1,burnt garlic tonkotsu ramen
23142,8/23/17,5.35006E+15,1,burnt garlic tonkotsu ramen
23143,8/23/17,1.50831E+15,2,nagomi shoyu
23144,8/23/17,1.50831E+15,2,nagomi shoyu
23145,8/23/17,1.40369E+15,4,miso crab ramen
23146,8/23/17,1.40369E+15,4,miso crab ramen
23147,8/23/17,1.73816E+15,1,spicy miso ramen
23148,8/23/17,1.73816E+15,1,spicy miso ramen
23149,8/23/17,4.6916E+15,3,vegetarian curry + king trumpet mushroom ramen
23150,8/23/17,4.6916E+15,3,vegetarian curry + king trumpet mushroom ramen
23151,8/23/17,5.49368E+15,3,soft-shell miso crab ramen
23152,8/23/17,5.49368E+15,3,soft-shell miso crab ramen
23153,8/23/17,1.65076E+15,1,truffle butter ramen
23154,8/23/17,1.65076E+15,1,truffle butter ramen
23155,8/24/17,1.05685E+15,1,truffle butter ramen
23156,8/24/17,1.05685E+15,1,truffle butter ramen
23157,8/24/17,6.80826E+15,1,tonkotsu ramen
23158,8/24/17,6.80826E+15,1,tonkotsu ramen
23159,8/24/17,6.63644E+15,1,shio ramen
23160,8/24/17,6.63644E+15,1,shio ramen
23161,8/24/17,4.04483E+15,2,miso crab ramen
23162,8/24/17,4.04483E+15,2,miso crab ramen
23163,8/24/17,3.63866E+15,1,soft-shell miso crab ramen
23164,8/24/17,3.63866E+15,1,soft-shell miso crab ramen
23165,8/24/17,3.49261E+14,1,tonkotsu ramen
23166,8/24/17,3.49261E+14,1,tonkotsu ramen
23167,8/24/17,2.80976E+15,1,miso crab ramen
23168,8/24/17,2.80976E+15,1,miso crab ramen
23169,8/24/17,2.07305E+15,1,vegetarian spicy miso
23170,8/24/17,2.07305E+15,1,vegetarian spicy miso
23171,8/24/17,1.98663E+15,1,miso crab ramen
23172,8/24/17,1.98663E+15,1,miso crab ramen
23173,8/24/17,2.0342E+15,1,shio ramen
23174,8/24/17,2.0342E+15,1,shio ramen
23175,8/24/17,7.98407E+15,1,miso crab ramen
23176,8/24/17,7.98407E+15,1,miso crab ramen
23177,8/24/17,9.46539E+15,1,vegetarian curry + king trumpet mushroom ramen
23178,8/24/17,9.46539E+15,1,vegetarian curry + king trumpet mushroom ramen
23179,8/24/17,8.39143E+15,1,soft-shell miso crab ramen
23180,8/24/17,8.39143E+15,1,soft-shell miso crab ramen
23181,8/24/17,4.31483E+14,1,soft-shell miso crab ramen
23182,8/24/17,4.31483E+14,1,soft-shell miso crab ramen
23183,8/24/17,3.66074E+15,4,soft-shell miso crab ramen
23184,8/24/17,3.66074E+15,4,soft-shell miso crab ramen
23185,8/24/17,7.36618E+15,1,vegetarian curry + king trumpet mushroom ramen
23186,8/24/17,7.36618E+15,1,vegetarian curry + king trumpet mushroom ramen
23187,8/24/17,3.56766E+15,3,shio ramen
23188,8/24/17,3.56766E+15,3,shio ramen
23189,8/24/17,3.54649E+14,2,vegetarian spicy miso
23190,8/24/17,3.54649E+14,2,vegetarian spicy miso
23191,8/24/17,3.42334E+15,1,miso crab ramen
23192,8/24/17,3.42334E+15,1,miso crab ramen
23193,8/24/17,2.09868E+15,1,spicy miso ramen
23194,8/24/17,2.09868E+15,1,spicy miso ramen
23195,8/24/17,7.20655E+15,3,truffle butter ramen
23196,8/24/17,7.20655E+15,3,truffle butter ramen
23197,8/24/17,7.34596E+15,1,tori paitan ramen
23198,8/24/17,7.34596E+15,1,tori paitan ramen
23199,8/24/17,6.51297E+15,1,tori paitan ramen
23200,8/24/17,6.51297E+15,1,tori paitan ramen
23201,8/24/17,1.19768E+15,1,vegetarian curry + king trumpet mushroom ramen
23202,8/24/17,1.19768E+15,1,vegetarian curry + king trumpet mushroom ramen
23203,8/24/17,2.28137E+15,1,shio ramen
23204,8/24/17,2.28137E+15,1,shio ramen
23205,8/24/17,6.59649E+15,1,spicy miso ramen
23206,8/24/17,6.59649E+15,1,spicy miso ramen
23207,8/24/17,5.14367E+15,1,tonkotsu ramen
23208,8/24/17,5.14367E+15,1,tonkotsu ramen
23209,8/24/17,7.85373E+15,4,burnt garlic tonkotsu ramen
23210,8/24/17,7.85373E+15,4,burnt garlic tonkotsu ramen
23211,8/24/17,9.53861E+15,1,shio ramen
23212,8/24/17,9.53861E+15,1,shio ramen
23213,8/24/17,2.48407E+15,1,spicy miso ramen
23214,8/24/17,2.48407E+15,1,spicy miso ramen
23215,8/24/17,2.41696E+15,1,shio ramen
23216,8/24/17,2.41696E+15,1,shio ramen
23217,8/24/17,9.61999E+15,1,burnt garlic tonkotsu ramen
23218,8/24/17,9.61999E+15,1,burnt garlic tonkotsu ramen
23219,8/24/17,3.56903E+15,1,vegetarian curry + king trumpet mushroom ramen
23220,8/24/17,3.56903E+15,1,vegetarian curry + king trumpet mushroom ramen
23221,8/24/17,9.36525E+15,1,burnt garlic tonkotsu ramen
23222,8/24/17,9.36525E+15,1,burnt garlic tonkotsu ramen
23223,8/24/17,3.48469E+15,4,shio ramen
23224,8/24/17,3.48469E+15,4,shio ramen
23225,8/24/17,7.16316E+15,1,nagomi shoyu
23226,8/24/17,7.16316E+15,1,nagomi shoyu
23227,8/24/17,1.62633E+15,2,soft-shell miso crab ramen
23228,8/24/17,1.62633E+15,2,soft-shell miso crab ramen
23229,8/24/17,1.65582E+15,1,vegetarian curry + king trumpet mushroom ramen
23230,8/24/17,1.65582E+15,1,vegetarian curry + king trumpet mushroom ramen
23231,8/24/17,8.32601E+15,1,spicy miso ramen
23232,8/24/17,8.32601E+15,1,spicy miso ramen
23233,8/24/17,8.02073E+15,1,tonkotsu ramen
23234,8/24/17,8.02073E+15,1,tonkotsu ramen
23235,8/24/17,5.95813E+15,1,shio ramen
23236,8/24/17,5.95813E+15,1,shio ramen
23237,8/25/17,4.61877E+14,1,nagomi shoyu
23238,8/25/17,4.61877E+14,1,nagomi shoyu
23239,8/25/17,5.84367E+15,1,vegetarian curry + king trumpet mushroom ramen
23240,8/25/17,5.84367E+15,1,vegetarian curry + king trumpet mushroom ramen
23241,8/25/17,1.76262E+15,1,nagomi shoyu
23242,8/25/17,1.76262E+15,1,nagomi shoyu
23243,8/25/17,3.21486E+13,2,burnt garlic tonkotsu ramen
23244,8/25/17,3.21486E+13,2,burnt garlic tonkotsu ramen
23245,8/25/17,3.71271E+15,1,tori paitan ramen
23246,8/25/17,3.71271E+15,1,tori paitan ramen
23247,8/25/17,5.85181E+15,1,vegetarian curry + king trumpet mushroom ramen
23248,8/25/17,5.85181E+15,1,vegetarian curry + king trumpet mushroom ramen
23249,8/25/17,6.47337E+15,1,truffle butter ramen
23250,8/25/17,6.47337E+15,1,truffle butter ramen
23251,8/25/17,4.58517E+15,3,vegetarian curry + king trumpet mushroom ramen
23252,8/25/17,4.58517E+15,3,vegetarian curry + king trumpet mushroom ramen
23253,8/25/17,3.98341E+15,1,burnt garlic tonkotsu ramen
23254,8/25/17,3.98341E+15,1,burnt garlic tonkotsu ramen
23255,8/25/17,6.20006E+15,1,vegetarian curry + king trumpet mushroom ramen
23256,8/25/17,6.20006E+15,1,vegetarian curry + king trumpet mushroom ramen
23257,8/26/17,8.98545E+15,1,vegetarian spicy miso
23258,8/26/17,8.98545E+15,1,vegetarian spicy miso
23259,8/26/17,1.68305E+15,1,vegetarian curry + king trumpet mushroom ramen
23260,8/26/17,1.68305E+15,1,vegetarian curry + king trumpet mushroom ramen
23261,8/26/17,2.35149E+15,1,truffle butter ramen
23262,8/26/17,2.35149E+15,1,truffle butter ramen
23263,8/26/17,9.66137E+15,3,miso crab ramen
23264,8/26/17,9.66137E+15,3,miso crab ramen
23265,8/26/17,7.72464E+15,1,tonkotsu ramen
23266,8/26/17,7.72464E+15,1,tonkotsu ramen
23267,8/26/17,4.87011E+15,1,shio ramen
23268,8/26/17,4.87011E+15,1,shio ramen
23269,8/26/17,1.22037E+15,1,nagomi shoyu
23270,8/26/17,1.22037E+15,1,nagomi shoyu
23271,8/26/17,1.49249E+13,1,burnt garlic tonkotsu ramen
23272,8/26/17,1.49249E+13,1,burnt garlic tonkotsu ramen
23273,8/26/17,2.60422E+15,1,nagomi shoyu
23274,8/26/17,2.60422E+15,1,nagomi shoyu
23275,8/26/17,3.54553E+15,1,spicy miso ramen
23276,8/26/17,3.54553E+15,1,spicy miso ramen
23277,8/26/17,9.04917E+15,1,miso crab ramen
23278,8/26/17,9.04917E+15,1,miso crab ramen
23279,8/26/17,3.53151E+15,1,truffle butter ramen
23280,8/26/17,3.53151E+15,1,truffle butter ramen
23281,8/26/17,7.50934E+15,2,spicy miso ramen
23282,8/26/17,7.50934E+15,2,spicy miso ramen
23283,8/26/17,2.43551E+15,1,spicy miso ramen
23284,8/26/17,2.43551E+15,1,spicy miso ramen
23285,8/26/17,9.84399E+15,2,nagomi shoyu
23286,8/26/17,9.84399E+15,2,nagomi shoyu
23287,8/26/17,1.86476E+15,1,truffle butter ramen
23288,8/26/17,1.86476E+15,1,truffle butter ramen
23289,8/26/17,9.47237E+15,3,spicy miso ramen
23290,8/26/17,9.47237E+15,3,spicy miso ramen
23291,8/26/17,4.72664E+15,1,vegetarian curry + king trumpet mushroom ramen
23292,8/26/17,4.72664E+15,1,vegetarian curry + king trumpet mushroom ramen
23293,8/26/17,4.81433E+15,3,spicy miso ramen
23294,8/26/17,4.81433E+15,3,spicy miso ramen
23295,8/26/17,2.55395E+15,1,soft-shell miso crab ramen
23296,8/26/17,2.55395E+15,1,soft-shell miso crab ramen
23297,8/26/17,1.65599E+15,2,spicy miso ramen
23298,8/26/17,1.65599E+15,2,spicy miso ramen
23299,8/26/17,2.06871E+15,1,soft-shell miso crab ramen
23300,8/26/17,2.06871E+15,1,soft-shell miso crab ramen
23301,8/26/17,7.62309E+15,3,nagomi shoyu
23302,8/26/17,7.62309E+15,3,nagomi shoyu
23303,8/26/17,5.21242E+15,1,burnt garlic tonkotsu ramen
23304,8/26/17,5.21242E+15,1,burnt garlic tonkotsu ramen
23305,8/26/17,8.39836E+15,3,nagomi shoyu
23306,8/26/17,8.39836E+15,3,nagomi shoyu
23307,8/26/17,6.57325E+15,3,soft-shell miso crab ramen
23308,8/26/17,6.57325E+15,3,soft-shell miso crab ramen
23309,8/26/17,5.04124E+15,1,tonkotsu ramen
23310,8/26/17,5.04124E+15,1,tonkotsu ramen
23311,8/26/17,8.40867E+15,1,burnt garlic tonkotsu ramen
23312,8/26/17,8.40867E+15,1,burnt garlic tonkotsu ramen
23313,8/26/17,7.93614E+15,1,miso crab ramen
23314,8/26/17,7.93614E+15,1,miso crab ramen
23315,8/26/17,3.75292E+15,1,vegetarian curry + king trumpet mushroom ramen
23316,8/26/17,3.75292E+15,1,vegetarian curry + king trumpet mushroom ramen
23317,8/26/17,8.89417E+15,1,tonkotsu ramen
23318,8/26/17,8.89417E+15,1,tonkotsu ramen
23319,8/26/17,1.90215E+15,3,tonkotsu ramen
23320,8/26/17,1.90215E+15,3,tonkotsu ramen
23321,8/26/17,5.13402E+15,1,vegetarian spicy miso
23322,8/26/17,5.13402E+15,1,vegetarian spicy miso
23323,8/26/17,3.46363E+15,1,burnt garlic tonkotsu ramen
23324,8/26/17,3.46363E+15,1,burnt garlic tonkotsu ramen
23325,8/26/17,9.11575E+15,1,nagomi shoyu
23326,8/26/17,9.11575E+15,1,nagomi shoyu
23327,8/26/17,4.01962E+15,4,nagomi shoyu
23328,8/26/17,4.01962E+15,4,nagomi shoyu
23329,8/26/17,8.68694E+15,1,spicy miso ramen
23330,8/26/17,8.68694E+15,1,spicy miso ramen
23331,8/26/17,3.8351E+15,1,tonkotsu ramen
23332,8/26/17,3.8351E+15,1,tonkotsu ramen
23333,8/26/17,5.08108E+15,1,vegetarian curry + king trumpet mushroom ramen
23334,8/26/17,5.08108E+15,1,vegetarian curry + king trumpet mushroom ramen
23335,8/26/17,5.81658E+15,1,soft-shell miso crab ramen
23336,8/26/17,5.81658E+15,1,soft-shell miso crab ramen
23337,8/26/17,1.53601E+13,1,truffle butter ramen
23338,8/26/17,1.53601E+13,1,truffle butter ramen
23339,8/26/17,9.21283E+15,1,vegetarian spicy miso
23340,8/26/17,9.21283E+15,1,vegetarian spicy miso
23341,8/26/17,9.98246E+15,1,vegetarian curry + king trumpet mushroom ramen
23342,8/26/17,9.98246E+15,1,vegetarian curry + king trumpet mushroom ramen
23343,8/26/17,8.65783E+15,3,truffle butter ramen
23344,8/26/17,8.65783E+15,3,truffle butter ramen
23345,8/26/17,7.09802E+15,1,soft-shell miso crab ramen
23346,8/26/17,7.09802E+15,1,soft-shell miso crab ramen
23347,8/26/17,5.2457E+15,1,truffle butter ramen
23348,8/26/17,5.2457E+15,1,truffle butter ramen
23349,8/26/17,6.34895E+15,1,nagomi shoyu
23350,8/26/17,6.34895E+15,1,nagomi shoyu
23351,8/26/17,3.0364E+15,1,soft-shell miso crab ramen
23352,8/26/17,3.0364E+15,1,soft-shell miso crab ramen
23353,8/26/17,8.49628E+15,1,vegetarian spicy miso
23354,8/26/17,8.49628E+15,1,vegetarian spicy miso
23355,8/26/17,4.40103E+15,1,tonkotsu ramen
23356,8/26/17,4.40103E+15,1,tonkotsu ramen
23357,8/26/17,7.06269E+15,1,vegetarian spicy miso
23358,8/26/17,7.06269E+15,1,vegetarian spicy miso
23359,8/26/17,7.33921E+15,1,tori paitan ramen
23360,8/26/17,7.33921E+15,1,tori paitan ramen
23361,8/26/17,2.32891E+15,4,vegetarian spicy miso
23362,8/26/17,2.32891E+15,4,vegetarian spicy miso
23363,8/26/17,3.47247E+15,1,vegetarian spicy miso
23364,8/26/17,3.47247E+15,1,vegetarian spicy miso
23365,8/26/17,3.6775E+15,1,soft-shell miso crab ramen
23366,8/26/17,3.6775E+15,1,soft-shell miso crab ramen
23367,8/26/17,5.75843E+15,1,tonkotsu ramen
23368,8/26/17,5.75843E+15,1,tonkotsu ramen
23369,8/26/17,9.35E+15,1,shio ramen
23370,8/26/17,9.35E+15,1,shio ramen
23371,8/26/17,4.39623E+15,1,vegetarian curry + king trumpet mushroom ramen
23372,8/26/17,4.39623E+15,1,vegetarian curry + king trumpet mushroom ramen
23373,8/27/17,5.62412E+15,1,burnt garlic tonkotsu ramen
23374,8/27/17,5.62412E+15,1,burnt garlic tonkotsu ramen
23375,8/27/17,5.1197E+15,1,tonkotsu ramen
23376,8/27/17,5.1197E+15,1,tonkotsu ramen
23377,8/27/17,5.39548E+15,1,burnt garlic tonkotsu ramen
23378,8/27/17,5.39548E+15,1,burnt garlic tonkotsu ramen
23379,8/27/17,9.95256E+15,1,burnt garlic tonkotsu ramen
23380,8/27/17,9.95256E+15,1,burnt garlic tonkotsu ramen
23381,8/27/17,2.32044E+15,1,nagomi shoyu
23382,8/27/17,2.32044E+15,1,nagomi shoyu
23383,8/27/17,5.00324E+15,1,soft-shell miso crab ramen
23384,8/27/17,5.00324E+15,1,soft-shell miso crab ramen
23385,8/27/17,5.59355E+15,1,miso crab ramen
23386,8/27/17,5.59355E+15,1,miso crab ramen
23387,8/27/17,6.52384E+15,1,vegetarian curry + king trumpet mushroom ramen
23388,8/27/17,6.52384E+15,1,vegetarian curry + king trumpet mushroom ramen
23389,8/27/17,9.44359E+15,1,nagomi shoyu
23390,8/27/17,9.44359E+15,1,nagomi shoyu
23391,8/27/17,3.05645E+15,1,soft-shell miso crab ramen
23392,8/27/17,3.05645E+15,1,soft-shell miso crab ramen
23393,8/27/17,8.84464E+15,1,tonkotsu ramen
23394,8/27/17,8.84464E+15,1,tonkotsu ramen
23395,8/27/17,6.44316E+15,1,tori paitan ramen
23396,8/27/17,6.44316E+15,1,tori paitan ramen
23397,8/27/17,8.79816E+15,1,tori paitan ramen
23398,8/27/17,8.79816E+15,1,tori paitan ramen
23399,8/27/17,7.28824E+15,1,vegetarian curry + king trumpet mushroom ramen
23400,8/27/17,7.28824E+15,1,vegetarian curry + king trumpet mushroom ramen
23401,8/27/17,7.72453E+15,1,shio ramen
23402,8/27/17,7.72453E+15,1,shio ramen
23403,8/27/17,9.97516E+15,1,tori paitan ramen
23404,8/27/17,9.97516E+15,1,tori paitan ramen
23405,8/27/17,5.25444E+15,1,truffle butter ramen
23406,8/27/17,5.25444E+15,1,truffle butter ramen
23407,8/27/17,7.21203E+15,1,burnt garlic tonkotsu ramen
23408,8/27/17,7.21203E+15,1,burnt garlic tonkotsu ramen
23409,8/27/17,4.74228E+15,1,tori paitan ramen
23410,8/27/17,4.74228E+15,1,tori paitan ramen
23411,8/27/17,3.50745E+15,1,shio ramen
23412,8/27/17,3.50745E+15,1,shio ramen
23413,8/27/17,3.29044E+15,1,spicy miso ramen
23414,8/27/17,3.29044E+15,1,spicy miso ramen
23415,8/27/17,3.65987E+15,1,shio ramen
23416,8/27/17,3.65987E+15,1,shio ramen
23417,8/27/17,7.50691E+15,1,nagomi shoyu
23418,8/27/17,7.50691E+15,1,nagomi shoyu
23419,8/27/17,7.44893E+15,1,miso crab ramen
23420,8/27/17,7.44893E+15,1,miso crab ramen
23421,8/27/17,2.40326E+15,1,shio ramen
23422,8/27/17,2.40326E+15,1,shio ramen
23423,8/27/17,8.12658E+15,1,soft-shell miso crab ramen
23424,8/27/17,8.12658E+15,1,soft-shell miso crab ramen
23425,8/27/17,6.88656E+15,1,tonkotsu ramen
23426,8/27/17,6.88656E+15,1,tonkotsu ramen
23427,8/27/17,6.10277E+15,2,vegetarian curry + king trumpet mushroom ramen
23428,8/27/17,6.10277E+15,2,vegetarian curry + king trumpet mushroom ramen
23429,8/27/17,1.22054E+15,1,truffle butter ramen
23430,8/27/17,1.22054E+15,1,truffle butter ramen
23431,8/27/17,4.45513E+15,1,shio ramen
23432,8/27/17,4.45513E+15,1,shio ramen
23433,8/27/17,9.67889E+15,1,truffle butter ramen
23434,8/27/17,9.67889E+15,1,truffle butter ramen
23435,8/27/17,6.00004E+15,1,burnt garlic tonkotsu ramen
23436,8/27/17,6.00004E+15,1,burnt garlic tonkotsu ramen
23437,8/27/17,2.41153E+15,1,truffle butter ramen
23438,8/27/17,2.41153E+15,1,truffle butter ramen
23439,8/27/17,8.24402E+15,1,spicy miso ramen
23440,8/27/17,8.24402E+15,1,spicy miso ramen
23441,8/27/17,5.63565E+15,1,miso crab ramen
23442,8/27/17,5.63565E+15,1,miso crab ramen
23443,8/27/17,7.4563E+15,2,vegetarian spicy miso
23444,8/27/17,7.4563E+15,2,vegetarian spicy miso
23445,8/27/17,2.23561E+15,1,truffle butter ramen
23446,8/27/17,2.23561E+15,1,truffle butter ramen
23447,8/27/17,8.5684E+15,1,burnt garlic tonkotsu ramen
23448,8/27/17,8.5684E+15,1,burnt garlic tonkotsu ramen
23449,8/27/17,3.41764E+15,1,burnt garlic tonkotsu ramen
23450,8/27/17,3.41764E+15,1,burnt garlic tonkotsu ramen
23451,8/27/17,1.92646E+15,1,shio ramen
23452,8/27/17,1.92646E+15,1,shio ramen
23453,8/27/17,3.90396E+15,2,shio ramen
23454,8/27/17,3.90396E+15,2,shio ramen
23455,8/27/17,7.36637E+15,1,nagomi shoyu
23456,8/27/17,7.36637E+15,1,nagomi shoyu
23457,8/27/17,8.51111E+15,1,vegetarian curry + king trumpet mushroom ramen
23458,8/27/17,8.51111E+15,1,vegetarian curry + king trumpet mushroom ramen
23459,8/27/17,6.87048E+14,1,truffle butter ramen
23460,8/27/17,6.87048E+14,1,truffle butter ramen
23461,8/27/17,6.67682E+15,1,miso crab ramen
23462,8/27/17,6.67682E+15,1,miso crab ramen
23463,8/27/17,9.62542E+15,1,truffle butter ramen
23464,8/27/17,9.62542E+15,1,truffle butter ramen
23465,8/27/17,4.33403E+15,1,truffle butter ramen
23466,8/27/17,4.33403E+15,1,truffle butter ramen
23467,8/27/17,7.8898E+15,1,tonkotsu ramen
23468,8/27/17,7.8898E+15,1,tonkotsu ramen
23469,8/27/17,1.98331E+15,1,tonkotsu ramen
23470,8/27/17,1.98331E+15,1,tonkotsu ramen
23471,8/27/17,1.95104E+15,1,vegetarian spicy miso
23472,8/27/17,1.95104E+15,1,vegetarian spicy miso
23473,8/27/17,9.75366E+15,1,shio ramen
23474,8/27/17,9.75366E+15,1,shio ramen
23475,8/27/17,8.36412E+15,1,spicy miso ramen
23476,8/27/17,8.36412E+15,1,spicy miso ramen
23477,8/28/17,1.96012E+15,3,soft-shell miso crab ramen
23478,8/28/17,1.96012E+15,3,soft-shell miso crab ramen
23479,8/28/17,6.35431E+15,1,shio ramen
23480,8/28/17,6.35431E+15,1,shio ramen
23481,8/28/17,6.68581E+15,1,burnt garlic tonkotsu ramen
23482,8/28/17,6.68581E+15,1,burnt garlic tonkotsu ramen
23483,8/28/17,7.17503E+15,1,nagomi shoyu
23484,8/28/17,7.17503E+15,1,nagomi shoyu
23485,8/28/17,7.02448E+15,1,vegetarian spicy miso
23486,8/28/17,7.02448E+15,1,vegetarian spicy miso
23487,8/28/17,8.54723E+15,1,vegetarian spicy miso
23488,8/28/17,8.54723E+15,1,vegetarian spicy miso
23489,8/28/17,4.43012E+15,1,soft-shell miso crab ramen
23490,8/28/17,4.43012E+15,1,soft-shell miso crab ramen
23491,8/28/17,3.17227E+15,1,nagomi shoyu
23492,8/28/17,3.17227E+15,1,nagomi shoyu
23493,8/28/17,3.29165E+15,1,vegetarian curry + king trumpet mushroom ramen
23494,8/28/17,3.29165E+15,1,vegetarian curry + king trumpet mushroom ramen
23495,8/28/17,1.78002E+15,1,vegetarian curry + king trumpet mushroom ramen
23496,8/28/17,1.78002E+15,1,vegetarian curry + king trumpet mushroom ramen
23497,8/28/17,2.74622E+15,1,truffle butter ramen
23498,8/28/17,2.74622E+15,1,truffle butter ramen
23499,8/28/17,9.25419E+15,1,nagomi shoyu
23500,8/28/17,9.25419E+15,1,nagomi shoyu
23501,8/28/17,2.06361E+15,1,shio ramen
23502,8/28/17,2.06361E+15,1,shio ramen
23503,8/28/17,1.24558E+15,1,shio ramen
23504,8/28/17,1.24558E+15,1,shio ramen
23505,8/28/17,2.00261E+15,2,burnt garlic tonkotsu ramen
23506,8/28/17,2.00261E+15,2,burnt garlic tonkotsu ramen
23507,8/28/17,7.12509E+15,1,burnt garlic tonkotsu ramen
23508,8/28/17,7.12509E+15,1,burnt garlic tonkotsu ramen
23509,8/28/17,7.4542E+15,2,soft-shell miso crab ramen
23510,8/28/17,7.4542E+15,2,soft-shell miso crab ramen
23511,8/28/17,3.09967E+15,1,nagomi shoyu
23512,8/28/17,3.09967E+15,1,nagomi shoyu
23513,8/28/17,6.24586E+14,1,burnt garlic tonkotsu ramen
23514,8/28/17,6.24586E+14,1,burnt garlic tonkotsu ramen
23515,8/28/17,4.62884E+15,1,soft-shell miso crab ramen
23516,8/28/17,4.62884E+15,1,soft-shell miso crab ramen
23517,8/28/17,9.463E+15,1,vegetarian spicy miso
23518,8/28/17,9.463E+15,1,vegetarian spicy miso
